prevalence,kappa,trial,model,repeat,generation_seed,group,generated_entities,validation_entities,amount_ks,amount_lag1_acf_error,amount_scaled_w1,gap_conditioned_mark_tv,gap_ks,gap_lag1_acf_error,gap_repeat_mi_error,gap_scaled_w1,gap_zero_rate_error,length_scaled_w1,mark_sparse_tv,short_gap_repeat_curve_l1,transition_conditioned_mark_tv
0.10,1,4,E,1,2026092501,context_0,1858,6193,0.03791125515234628,0.0039659640541386985,0.06486196439842824,0.016538125052348376,0.023093935105929497,0.014662714894431952,0.00012065411674774113,0.05146501584893486,0.0,0.014988894628592972,0.009421950195853224,0.010724940559820366,0.048291504831830645
0.10,1,4,E,1,2026092501,context_1,190,653,0.040589485935865866,0.03652778312199817,0.06850333269477964,0.061617726300795,0.032959891209674186,0.013664719034533729,0.03162064830777057,0.05437242360900355,0.0,0.0650126944466833,0.038089212406539494,0.03754850084033301,0.1324544168210579
0.10,1,4,E,1,2026092501,pooled,2048,6846,0.03809282395730845,0.00017051064113492577,0.065177389277044,0.014302675717150602,0.022723159373234658,0.012012293631966348,3.0536398471981384e-05,0.05127459876146591,0.0,0.00936835264205375,0.008494605703885563,0.008119154753493632,0.046514354085247504
0.10,1,4,E,2,2026092502,context_0,1858,6193,0.037334518960512986,0.008290292920657626,0.06735415052078181,0.01692095337307011,0.02717431297816958,0.008760527759211129,6.24794965744937e-05,0.05266627308574635,0.0,0.014988894628592972,0.012349697339426997,0.006578121590663293,0.045364552710021246
0.10,1,4,E,2,2026092502,context_1,190,653,0.06407580522932466,0.016345043749790202,0.0828124268538489,0.06217248452332764,0.034310266564900216,0.017248947526132444,0.03205904651184807,0.064861083448303,0.0,0.0650126944466833,0.040093490724957666,0.04635462210210948,0.12613124292322483
0.10,1,4,E,2,2026092502,pooled,2048,6846,0.03965147502508376,0.006068537321837574,0.06868771776360995,0.01607329684837518,0.024527920502398104,0.009720130967711071,7.472448707566103e-05,0.05164585053088088,0.0,0.00936835264205375,0.012153522582929848,0.00461067774912254,0.04314186822028535
0.10,1,4,E,3,2026092503,context_0,1858,6193,0.036157701231008255,0.001606852029892147,0.06623506018849018,0.019549790682733017,0.02452549033814655,0.031007933564237367,5.635493894307216e-06,0.052369251769765736,0.0,0.014988894628592972,0.014195210802498213,0.004532285911871905,0.048095707016798696
0.10,1,4,E,3,2026092503,context_1,190,653,0.06158454044223194,0.025354018553292994,0.08528402922152552,0.052429819467082084,0.03279852474458572,0.003576033327904987,0.029900806893215448,0.05923131213180673,0.0,0.0650126944466833,0.0322757375803436,0.02876104636120682,0.1295416181862353
0.10,1,4,E,3,2026092503,pooled,2048,6846,0.03828001927903635,0.000782486653835393,0.06768145490914007,0.02002217277398805,0.025011537283904595,0.027902622981489045,0.00021382744378044966,0.05277223868967316,0.0,0.00936835264205375,0.014463011136540254,0.00477731477418316,0.04665437918971826
0.10,1,4,E,4,2026092504,context_0,1858,6193,0.03742624069556222,0.007371256802052246,0.06781321636492667,0.01799928163536745,0.02283832363126692,0.015895522509431034,9.79347068481251e-05,0.051007595256959526,0.0,0.014988894628592972,0.011588444063625388,0.008091847785922514,0.04879209795081761
0.10,1,4,E,4,2026092504,context_1,190,653,0.046262018433721686,0.015396552218250724,0.07936126876963612,0.05516101617188136,0.04018276193618875,0.016720189148433554,0.025713313496414786,0.06531975907693592,0.0,0.0650126944466833,0.03113094610005572,0.028644142087221755,0.12452348472491805
0.10,1,4,E,4,2026092504,pooled,2048,6846,0.03776902186780384,0.008140263769663272,0.06863892727479,0.018457966891822688,0.021202686042240848,0.015985249440030297,0.00015330610610352156,0.050940160301577636,0.0,0.00936835264205375,0.012626442001736713,0.005274682878085007,0.04742820852239819
0.10,1,4,Ecal,0,2026092500,context_0,1858,6193,0.03687591422346659,0.0016012223840766488,0.06526052331888427,0.017663350620309225,0.02130070758002267,0.022609575121561698,0.00015727789745722187,0.05097498056775517,0.0,0.014988894628592972,0.011206896417099339,0.011538398805553228,0.04936770646086923
0.10,1,4,Ecal,0,2026092500,context_1,190,653,0.05958241699271222,0.026181364355727446,0.076191263983465,0.06945116254383424,0.025311365924072682,0.0063349992737920385,0.025723387061225907,0.05364848169778499,0.0,0.0650126944466833,0.04723795160664939,0.032178144336612834,0.13084294751055098
0.10,1,4,Ecal,0,2026092500,pooled,2048,6846,0.038639645328807204,0.003899017169527048,0.06602709711858719,0.019338991847695813,0.021440207658040666,0.021133154172550767,8.682420057063052e-05,0.051042189253125494,0.0,0.00936835264205375,0.011754178375293618,0.010049703101434845,0.046393191046544255
0.10,1,4,Ecal,1,2026092501,context_0,1858,6193,0.037956230303575256,0.00398214128864231,0.06487131148825055,0.017080833590812132,0.023093935105929497,0.01408723797926821,0.00011606534832875369,0.051435533831413076,0.0,0.014988894628592972,0.009444437771467697,0.004522328286218784,0.04761319707074852
0.10,1,4,Ecal,1,2026092501,context_1,190,653,0.04080711379223145,0.03655382473765943,0.06859660468411367,0.06296573473992179,0.033615299653500186,0.013453275460708639,0.028762282526253888,0.0547508685120602,0.0,0.0650126944466833,0.03880179279531401,0.037994800281489,0.1329741484340355
0.10,1,4,Ecal,1,2026092501,pooled,2048,6846,0.03814619844533307,0.00018267211652884998,0.06519980775250735,0.01455511948569988,0.02274442872834781,0.011504713361746285,3.399140629323574e-05,0.051234125640657276,0.0,0.00936835264205375,0.008433640902276452,0.0028473144835607484,0.046507584461156846
0.10,1,4,Ecal,2,2026092502,context_0,1858,6193,0.037357006536127446,0.008410536205277987,0.06736998747240794,0.01710513251186835,0.02693963179256026,0.007668400594303987,6.637928743777907e-05,0.05254255679835219,0.0,0.014988894628592972,0.012889399154174343,0.006516597443570029,0.04555282770877331
0.10,1,4,Ecal,2,2026092502,context_1,190,653,0.063703040714649,0.01626500634923168,0.08276740026935558,0.0576518153448136,0.0329481780291454,0.016952869328735146,0.028580453523018932,0.06314878152459302,0.0,0.0650126944466833,0.037000433615231906,0.049391326933612006,0.1259703136781158
0.10,1,4,Ecal,2,2026092502,pooled,2048,6846,0.03973111178202149,0.006185921575645278,0.0686934707575298,0.015022281552880533,0.02446411243705865,0.008682248331152928,4.513541062037534e-05,0.051613832172552304,0.0,0.00936835264205375,0.01103253774679749,0.009908444055979161,0.04358767642806299
0.10,1,4,Ecal,3,2026092503,context_0,1858,6193,0.03633760183592405,0.0015754030022509437,0.06624345418857475,0.01900433127452095,0.02426734103397621,0.03071262436326691,2.0889614167223544e-05,0.05223696966394235,0.0,0.014988894628592972,0.013487441613133075,0.0050024258286739415,0.04724079559657749
0.10,1,4,Ecal,3,2026092503,context_1,190,653,0.06159746965562274,0.02551858714283906,0.08508094547771684,0.053113986771412616,0.03279852474458572,0.0037773590488435344,0.026025297284085147,0.05926364189032701,0.0,0.0650126944466833,0.034887271856730975,0.030008353093278664,0.13127985611066367
0.10,1,4,Ecal,3,2026092503,pooled,2048,6846,0.03839655423195265,0.0008281698321951094,0.067672425072685,0.019700016390021856,0.024777574377659928,0.027619243133257754,0.00012723972312734914,0.052641100801157685,0.0,0.00936835264205375,0.01410240896044582,0.004394890192294985,0.04625606528065629
0.10,1,4,Ecal,4,2026092504,context_0,1858,6193,0.037471215846791195,0.00745956357057086,0.06785543363226025,0.018116260913086428,0.022580174327096636,0.015812480158785197,9.02245354218095e-05,0.05100369318317003,0.0,0.014988894628592972,0.011588444063625358,0.005867339464608622,0.04807679268168035
0.10,1,4,Ecal,4,2026092504,context_1,190,653,0.04647964629008727,0.016005604687564318,0.07930586130947406,0.055256099587249786,0.039047688156393034,0.015430477170851123,0.022243567194249268,0.06355451889931082,0.0,0.0650126944466833,0.029967011042521363,0.028003115230900252,0.12449324495049889
0.10,1,4,Ecal,4,2026092504,pooled,2048,6846,0.03774365549905595,0.008278732422813085,0.06868235561688067,0.018107568528593205,0.021287763462693454,0.015778966495845634,0.0001862264968864949,0.05096040887624567,0.0,0.00936835264205375,0.012422626576985394,0.0033747140427150407,0.04673359867216995
0.25,0,0,U,0,2026092100,context_0,1531,5187,0.028027672524246705,0.001271795523327903,0.05795806018140949,0.017372539000574973,0.021365557897548182,0.014509350550752337,5.422053418590382e-06,0.05175267522564343,0.0,0.009540255200126618,0.007929709079345579,0.008053334036539132,0.05396625046186438
0.25,0,0,U,0,2026092100,context_1,517,1659,0.03083609546257604,0.00560952703860236,0.06067156604100043,0.027525327618704527,0.025233962527386633,0.03795612388612063,3.7576088717417196e-05,0.05144715213695256,0.0,0.0325186865383472,0.014404494022807822,0.006433847983236804,0.08261745843446162
0.25,0,0,U,0,2026092100,pooled,2048,6846,0.02829002840190903,0.002310381515157608,0.058603589081454896,0.014917513012791313,0.02095294283776121,0.02029339377040776,4.376478371259946e-06,0.05146092753145289,0.0,0.011237280152187418,0.008429534772790643,0.007624429068119403,0.04427053776134439
0.25,0,0,U,1,2026092101,context_0,1531,5187,0.0341222840518145,0.002588227065739224,0.0626333951338316,0.023869442386038515,0.01997026203787508,0.025848116927100998,2.0921918523373096e-05,0.05152644174272374,0.0,0.009540255200126618,0.016677123310860117,0.005484034299089372,0.054351847213573494
0.25,0,0,U,1,2026092101,context_1,517,1659,0.02875325731283962,0.004133983486166488,0.05887248946323903,0.031420103893613174,0.025773177050516516,0.03383934528619684,0.00032836172516937214,0.0520129395206869,0.0,0.0325186865383472,0.01977716671618759,0.015381375200317491,0.08886449742980836
0.25,0,0,U,1,2026092101,pooled,2048,6846,0.03181229513186912,0.0030194626062956496,0.06163154658461952,0.017558518356364555,0.01930277118019119,0.027735662492565913,2.3361487435409048e-05,0.051431101635837265,0.0,0.011237280152187418,0.012076129568995406,0.0069012483218114234,0.04835538407600233
0.25,0,0,U,2,2026092102,context_0,1531,5187,0.03369747424216679,0.003358461324399221,0.06396627357551128,0.016479949868646218,0.01981958654790872,0.022601007098813436,2.982577806893672e-05,0.05135877873846751,0.0,0.009540255200126618,0.008226532256506828,0.0075600311707654175,0.0523474017834777
0.25,0,0,U,2,2026092102,context_1,517,1659,0.029418020632426434,0.006096720197467022,0.06184609744992947,0.033959336394159254,0.02621255809032244,0.04562141479836024,7.424898984961342e-05,0.05182726563958042,0.0,0.0325186865383472,0.023935321239504405,0.0068065717239143095,0.09390443256766247
0.25,0,0,U,2,2026092102,pooled,2048,6846,0.0322165662060796,0.003972649113865534,0.06339874300266986,0.01581681240046837,0.01990106021859228,0.028276581905596773,1.0797539056791553e-05,0.051288273700539816,0.0,0.011237280152187418,0.010380530384229985,0.006745326392951641,0.04444544325657319
0.25,0,0,U,3,2026092103,context_0,1531,5187,0.029202354127518926,0.000682891338367048,0.059249468217496506,0.024676838361683086,0.023870275367835148,0.032412281690282166,7.700169643399042e-05,0.05222442887770652,0.0,0.009540255200126618,0.019822292872016596,0.0069796340828863985,0.05227474624452025
0.25,0,0,U,3,2026092103,context_1,517,1659,0.034224683251865895,0.008473275796653516,0.061754073833719024,0.03927674788151292,0.025857507636921462,0.028898637449014372,9.587615961505896e-06,0.05171009299523264,0.0,0.0325186865383472,0.027764087462926638,0.004333154583769345,0.09195453936581792
0.25,0,0,U,3,2026092103,pooled,2048,6846,0.029853417495828316,0.001576880091215525,0.059776897479456484,0.020372588628401012,0.02399115126553908,0.031392056709591123,4.367149319693523e-05,0.05190948634689533,0.0,0.011237280152187418,0.016823183120451887,0.005837047898950012,0.046438310469047464
0.25,0,0,U,4,2026092104,context_0,1531,5187,0.0341246707729681,0.000858725323425776,0.06252077230040265,0.01870606016432052,0.022274452185534588,0.03795611752869023,5.122604736884286e-05,0.051956934760201086,0.0,0.009540255200126618,0.011348089409185212,0.009711145901048424,0.05470955000786578
0.25,0,0,U,4,2026092104,context_1,517,1659,0.030108648628280776,0.0031905788401952557,0.057240440817918056,0.03848124016775276,0.0216816831758955,0.028735971574645164,3.332640179133477e-05,0.05121470712422909,0.0,0.0325186865383472,0.028393456476373122,0.009481404623441157,0.09003561558151738
0.25,0,0,U,4,2026092104,pooled,2048,6846,0.03308813042891573,0.0013727243768800485,0.061143247611600726,0.018558616948999393,0.021978553442772636,0.035536247955034975,6.050803203401414e-05,0.05141619614642413,0.0,0.011237280152187418,0.014838525764529658,0.009405926495909128,0.04634526800034622
0.25,0,0,Ucal,0,2026092100,context_0,1531,5187,0.02805101410845784,0.0013361616633862164,0.05796015040715087,0.01666669058993619,0.021422508748963412,0.014697910403402153,2.6051140017115468e-06,0.051717089788438655,0.0,0.009540255200126618,0.007723928285898264,0.0030596324975865428,0.053852667798488255
0.25,0,0,Ucal,0,2026092100,context_1,517,1659,0.03083609546257604,0.005600370499531963,0.0606351868994208,0.02762964497490014,0.025233962527386633,0.03795612388612063,3.6406517691993986e-05,0.05144715213695256,0.0,0.0325186865383472,0.014893133162802913,0.0060924089017680445,0.08268945948115786
0.25,0,0,Ucal,0,2026092100,pooled,2048,6846,0.02825480437469491,0.002356222803700251,0.05859338119702329,0.01468162629138283,0.020995604953802163,0.02043343645969993,3.277109874126144e-06,0.05144181676909442,0.0,0.011237280152187418,0.008180964444430616,0.0037049637100081247,0.04406912157816951
0.25,0,0,Ucal,1,2026092101,context_0,1531,5187,0.0340949981777115,0.0025897298730393334,0.0626593049465935,0.023890761338337254,0.019941786612167473,0.02575424624872112,2.35311473558831e-05,0.05151904834595664,0.0,0.009540255200126618,0.016595265688551155,0.00391534051432171,0.05477365154108453
0.25,0,0,Ucal,1,2026092101,context_1,517,1659,0.028695907607291127,0.004176079037329061,0.058886393873938965,0.031461129662344454,0.025773177050516516,0.033397235417234716,0.00034051706949389223,0.05205654351844477,0.0,0.0325186865383472,0.019695726859521746,0.015630723328871738,0.08862861949516727
0.25,0,0,Ucal,1,2026092101,pooled,2048,6846,0.03177234565082987,0.00303101253895664,0.06165249435998098,0.017975724701953754,0.01930277118019119,0.02755475936486025,3.40819849075039e-05,0.05142831702252342,0.0,0.011237280152187418,0.012382702492474806,0.004928139338534432,0.04839362402447245
0.25,0,0,Ucal,2,2026092102,context_0,1531,5187,0.03367018836806379,0.003323119192516861,0.06390905852529644,0.01657901189402415,0.019848061973616327,0.022867961837015616,2.8464916918076192e-05,0.051357345499527876,0.0,0.009540255200126618,0.008576910603264126,0.0028205479259460742,0.05284447045871407
0.25,0,0,Ucal,2,2026092102,context_1,517,1659,0.029336580775760568,0.006227647147115486,0.06183577623346291,0.033672137978105074,0.025957499426829844,0.0456387537823984,5.128544468851196e-05,0.05175497326205109,0.0,0.0325186865383472,0.024113408244493005,0.00465629681628701,0.09287780871152518
0.25,0,0,Ucal,2,2026092102,pooled,2048,6846,0.03211864053119151,0.003979659317223172,0.06335595798892184,0.015325283681994659,0.019709080696407977,0.02848392001152643,1.2280718637502626e-05,0.05127198121297421,0.0,0.011237280152187418,0.00991045190156159,0.0033109774525625153,0.045026286684919585
0.25,0,0,Ucal,3,2026092103,context_0,1531,5187,0.02906592475700409,0.0006411982035224672,0.05918943933524586,0.02436205436236935,0.023784849090712323,0.03274019695760645,5.984614117714403e-05,0.05220950546799867,0.0,0.009540255200126618,0.01905828839713327,0.006111679023962369,0.0523905162141143
0.25,0,0,Ucal,3,2026092103,context_1,517,1659,0.034224683251865895,0.008473329753835093,0.06172571065629288,0.039193375838999824,0.025857507636921462,0.028899346209193016,3.117257961811272e-06,0.05171171037564665,0.0,0.0325186865383472,0.02776408746292663,0.004669151852799821,0.09208553207982594
0.25,0,0,Ucal,3,2026092103,pooled,2048,6846,0.029873855690726925,0.001607892634174492,0.05972744265767873,0.019839143209528,0.023927158091477663,0.03163498157711471,3.546579119847689e-05,0.051892681496399244,0.0,0.011237280152187418,0.016598362976566992,0.005334303152968736,0.046923786630429745
0.25,0,0,Ucal,4,2026092104,context_0,1531,5187,0.03404618813897192,0.0007618478365227434,0.06253250398417107,0.01972827206550843,0.022075124205581276,0.036998425632686086,5.059576367965066e-05,0.05184127029567154,0.0,0.009540255200126618,0.011998612371075223,0.00424500053811406,0.05428764145733433
0.25,0,0,Ucal,4,2026092104,context_1,517,1659,0.030108648628280776,0.0032138256738382235,0.057238942999003575,0.03810017179467571,0.02176670273039305,0.028859954385664188,2.790806209981302e-05,0.05118122637513646,0.0,0.0325186865383472,0.028281401455696038,0.00851819704256995,0.08923678399146644
0.25,0,0,Ucal,4,2026092104,pooled,2048,6846,0.03302605095457972,0.001306307961248123,0.061148373470547884,0.0193687362016903,0.021850567094649775,0.034851793378971166,5.426113841993849e-05,0.05136927840145901,0.0,0.011237280152187418,0.015247289662502219,0.004882987357244082,0.04621607599034069
0.25,0,0,E,0,2026092100,context_0,1531,5187,0.034657941751113586,0.0019649808885618134,0.06454958967759403,0.017761824442929217,0.021025382440932994,0.015620991537250287,9.396679768216478e-06,0.05150756216970035,0.0,0.009540255200126618,0.009944147601966255,0.002877249265771167,0.05316774493607453
0.25,0,0,E,0,2026092100,context_1,517,1659,0.03924301376918943,0.006153870257849305,0.06865511315683018,0.025836928021059413,0.02098260352890524,0.03741980860290625,5.3576578316096024e-05,0.051158073916312385,0.0,0.0325186865383472,0.015117408990243822,0.008428056937058555,0.08179272410744153
0.25,0,0,E,0,2026092100,pooled,2048,6846,0.03515590732832041,0.002971774376462978,0.06552524692215668,0.016779023398404702,0.020304258867918312,0.020968415730308373,1.4936519279405344e-05,0.051281936233917455,0.0,0.011237280152187418,0.012200955398817338,0.0027126922824561844,0.04431660989647386
0.25,0,0,E,1,2026092101,context_0,1531,5187,0.04016050553372735,0.0019870285470261462,0.06929076950005109,0.023846078802872737,0.02075497153829342,0.023227288947727506,2.178391870658637e-05,0.05199198479573049,0.0,0.009540255200126618,0.017106377140428772,0.004093005977189515,0.054996167208092105
0.25,0,0,E,1,2026092101,context_1,517,1659,0.034650661391312454,0.0030912737500753836,0.06685497447878468,0.0313027855751092,0.03138446764735381,0.02466552947912236,0.00033436689775441855,0.055664696723292204,0.0,0.0325186865383472,0.01964293320124485,0.014182108031668698,0.09032965290988239
0.25,0,0,E,1,2026092101,pooled,2048,6846,0.03819255755615464,0.002296967682780527,0.06861612973510585,0.017960936318166157,0.02339833432012295,0.023482356452485448,2.8498387858008362e-05,0.052487169961111885,0.0,0.011237280152187418,0.011598149758909748,0.004501767598062423,0.04796433456335043
0.25,0,0,E,2,2026092102,context_0,1531,5187,0.04068509521146324,0.003913585662763914,0.07112663906791472,0.01834051220530035,0.021463467090013066,0.022147180833148525,4.584264624604753e-05,0.05201329048158509,0.0,0.009540255200126618,0.009877642686929242,0.0038200270688454087,0.05427521102900148
0.25,0,0,E,2,2026092102,context_1,517,1659,0.03850268269519297,0.005928640339672294,0.06918764598196259,0.035534865038530844,0.02400204967338654,0.03519493658429054,5.364187030998434e-06,0.05208748763631533,0.0,0.0325186865383472,0.025590005563248943,0.006965296356869684,0.0917920320463868
0.25,0,0,E,2,2026092102,pooled,2048,6846,0.0390477208614029,0.00436416154380208,0.07061998225549677,0.016778771481061768,0.020938877748095996,0.02530805923510536,2.1395150073372574e-05,0.05183639284393567,0.0,0.011237280152187418,0.011907788343130095,0.004289927855243866,0.045479666626409995
0.25,0,0,E,3,2026092103,context_0,1531,5187,0.035513646357140605,0.0002749552769149781,0.06549690927182018,0.02192200113696615,0.019990439102154367,0.0305838813403035,0.00011115620856781405,0.05138718144524786,0.0,0.009540255200126618,0.016698817783139495,0.006748769933139642,0.052288282639664015
0.25,0,0,E,3,2026092103,context_1,517,1659,0.042572986966491366,0.009942410756389674,0.06982802110658833,0.039595533837188966,0.023677543472091764,0.025361583819450723,1.619807086259697e-05,0.051935757397825126,0.0,0.0325186865383472,0.02865092840924916,0.007995491919331655,0.09407121417779751
0.25,0,0,E,3,2026092103,pooled,2048,6846,0.03671516014016435,0.002234971858456919,0.0665527000836764,0.018920386704815446,0.01983497559146774,0.029148460978779947,4.826529234620825e-05,0.05133852059231158,0.0,0.011237280152187418,0.013795464741326318,0.005815836651487292,0.04626890664719502
0.25,0,0,E,4,2026092104,context_0,1531,5187,0.04098824369348614,0.0007211478471252498,0.06955147741703563,0.01955026535759196,0.020616898467721856,0.03447570160176426,2.7207920095903058e-05,0.05133188482524116,0.0,0.009540255200126618,0.013323151092940022,0.0024855633602546556,0.05442868884616386
0.25,0,0,E,4,2026092104,context_1,517,1659,0.03916247243217874,0.003728389117983213,0.06500340313855224,0.03779173175483065,0.02219596998615969,0.03181916258431958,2.306213060048834e-05,0.05201075480408571,0.0,0.0325186865383472,0.028027947276995296,0.010032842544440174,0.08874850365187024
0.25,0,0,E,4,2026092104,pooled,2048,6846,0.03989273997658033,0.001422551934849768,0.06838077828438283,0.019449102349512817,0.020773542144368773,0.03370985410082887,4.1817072721701975e-05,0.05124406946061494,0.0,0.011237280152187418,0.01656421467659339,0.0033984708849351397,0.046236468183397446
0.25,0,0,Ecal,0,2026092100,context_0,1531,5187,0.0346178347401761,0.0020048591625316096,0.06450603610288963,0.017685925848192664,0.021025382440932994,0.015142362240855828,1.4243084841694846e-05,0.05151588471178684,0.0,0.009540255200126618,0.010175517338209872,0.00410706457257375,0.05319661963166689
0.25,0,0,Ecal,0,2026092100,context_1,517,1659,0.039324453625855293,0.00632166292354486,0.06858977490893409,0.028138323725205902,0.02106762308340282,0.03767207667887862,9.03489284441064e-05,0.05118278964703327,0.0,0.0325186865383472,0.017071965550224277,0.01205100230871799,0.08219292760700628
0.25,0,0,Ecal,0,2026092100,pooled,2048,6846,0.0351631219736348,0.0030437348747645422,0.06547340914367043,0.01737244711345351,0.020304258867918312,0.02067290860765321,2.0681124736616714e-05,0.051296083370380545,0.0,0.011237280152187418,0.01301517120518588,0.006086082405298466,0.04475877831698761
0.25,0,0,Ecal,1,2026092101,context_0,1531,5187,0.04015684545568787,0.0019982638472483796,0.06926677540497694,0.023925829460781554,0.02092582409253907,0.022864841906321973,2.3363447636813386e-05,0.05203097757657905,0.0,0.009540255200126618,0.017242806510943655,0.003149420947736543,0.0547622941225564
0.25,0,0,Ecal,1,2026092101,context_1,517,1659,0.03464340978507563,0.003045787481864288,0.06681218128043591,0.030074409208428163,0.031554506756348855,0.025249416164006805,0.00035017334962584006,0.05578116686198576,0.0,0.0325186865383472,0.019310626247527506,0.015514862923330763,0.08987714947143331
0.25,0,0,Ecal,1,2026092101,pooled,2048,6846,0.03817211936125603,0.002294289719221687,0.06858901401012153,0.01753460829846897,0.023568982784286763,0.023358576705712952,3.3090627059124186e-05,0.05254092025898143,0.0,0.011237280152187418,0.011679902538504277,0.005682609872332203,0.04751308587538784
0.25,0,0,Ecal,2,2026092102,context_0,1531,5187,0.040739666959669185,0.003962923843761742,0.07112481455126693,0.018069358471425098,0.021378040812890242,0.022540259031159568,2.597891114983397e-05,0.051972845491583874,0.0,0.009540255200126618,0.009528472514880069,0.0026732455350022273,0.0536114066131512
0.25,0,0,Ecal,2,2026092102,context_1,517,1659,0.0386655624085247,0.005876951722700201,0.06919519269217496,0.03584416030976401,0.024172088782381612,0.03479123887083757,1.070334128898989e-05,0.052067505144929395,0.0,0.0325186865383472,0.02510136642325382,0.005748187067803486,0.09183737550234491
0.25,0,0,Ecal,2,2026092102,pooled,2048,6846,0.03898640627670702,0.004387990742586337,0.0706207900606628,0.016341882254297703,0.020789560341952673,0.025499616014976814,1.1046682963524943e-05,0.05179579388061566,0.0,0.011237280152187418,0.011682968199245181,0.0030199622739100467,0.04473558086950518
0.25,0,0,Ecal,3,2026092103,context_0,1531,5187,0.035513646357140605,0.00024601066776788874,0.06548571330417731,0.021967521725021342,0.020018914527861975,0.03087673183968577,0.00010680544873712548,0.051377304621721055,0.0,0.009540255200126618,0.016976014540750674,0.007190225484362682,0.05288269645461887
0.25,0,0,Ecal,3,2026092103,context_1,517,1659,0.0424915471098255,0.010102761887500027,0.06991305124563217,0.040102439810976206,0.02350750436309669,0.025396452054400553,4.210305665527871e-06,0.051986755239848595,0.0,0.0325186865383472,0.028179860547702825,0.007431166146609065,0.09295745238266476
0.25,0,0,Ecal,3,2026092103,pooled,2048,6846,0.03671516014016435,0.0022973248561587844,0.06656515077913447,0.01873732150260929,0.01985630664948823,0.029374964681147378,5.001759764592284e-05,0.05132771696122131,0.0,0.011237280152187418,0.01455167795257552,0.005718881203193603,0.04599751497236782
0.25,0,0,Ecal,4,2026092104,context_0,1531,5187,0.04087910019707419,0.0007489722699601572,0.06956168394984212,0.01878053501967013,0.020502996764891424,0.0341725567223433,2.5375799711079794e-05,0.051326290091671105,0.0,0.009540255200126618,0.01225900200292392,0.005875826912673371,0.05376630664814801
0.25,0,0,Ecal,4,2026092104,context_1,517,1659,0.03899959271884701,0.0037163392637454386,0.06499217215224515,0.03737625335263807,0.02185589176816949,0.03245605189115221,4.7252092324670926e-05,0.05184820553075169,0.0,0.0325186865383472,0.028190826990326965,0.009554279223656767,0.08890622282537178
0.25,0,0,Ecal,4,2026092104,pooled,2048,6846,0.03997745580065659,0.0014400404974190656,0.06838885510477687,0.01883463467234665,0.020709548970307412,0.033646545229934724,4.487096468137124e-05,0.051224158400493686,0.0,0.011237280152187418,0.016073697999026366,0.005709035427890876,0.045564769236064846
0.25,0,1,U,0,2026092200,context_0,1556,5187,0.04653656383053223,0.0025763154340932804,0.07457597651170748,0.018493398486549874,0.023419945373459705,0.013931188932278779,0.00017291738364844008,0.05251064395248245,0.0,0.021184808967247067,0.012989698158145985,0.008982860788313144,0.05359708186571722
0.25,0,1,U,0,2026092200,context_1,492,1659,0.0499946161082413,0.014659664371081632,0.07966502027840033,0.03462749385899637,0.02984051818935407,0.028948947056921748,0.0003656200925603696,0.05369941647286689,0.0,0.015478671400638062,0.02112559088078655,0.009615794093823297,0.0905411850493811
0.25,0,1,U,0,2026092200,pooled,2048,6846,0.04696830659490181,0.005482232766957561,0.07576541322379096,0.01667774599906022,0.024042344988401743,0.01750624116629869,0.0001211493395770224,0.05260663003644399,0.0,0.014722275239418995,0.010853492298990346,0.006461190395570042,0.0458184554352611
0.25,0,1,U,1,2026092201,context_0,1556,5187,0.046821575138144,0.0014103184288611994,0.0738385066019449,0.020381661962218068,0.02366995926312021,0.018585451760508923,3.774353892086947e-05,0.05208136479331264,0.0,0.021184808967247067,0.013349944375535223,0.005281750349328686,0.052921496969801536
0.25,0,1,U,1,2026092201,context_1,492,1659,0.045175323313638605,0.003581531548023749,0.07829926050065839,0.031182713659510274,0.031169951850614386,0.032559189225856405,0.0001438501173244304,0.05530819892653171,0.0,0.015478671400638062,0.01713914185354218,0.010379346861875261,0.09110754403257286
0.25,0,1,U,1,2026092201,pooled,2048,6846,0.04604912805209216,0.00021213623365651528,0.07488671019695252,0.01763157870958294,0.024465347885971545,0.021927925801195347,4.8091205740262416e-05,0.05246038181863227,0.0,0.014722275239418995,0.01356381536989069,0.002916486229090465,0.04758472207401677
0.25,0,1,U,2,2026092202,context_0,1556,5187,0.04316368518067726,0.0046004740779542605,0.07487826614960731,0.018838840566673856,0.020099587163941002,0.011922426021291926,5.030212132694485e-05,0.05138248218093087,0.0,0.021184808967247067,0.010404379751814524,0.004641808445081256,0.051398806502356245
0.25,0,1,U,2,2026092202,context_1,492,1659,0.039344552531362875,0.007001606704095892,0.07247940614572282,0.03565437401332305,0.02390296457512131,0.030083089702607355,9.211210329760256e-05,0.05153160967207486,0.0,0.015478671400638062,0.02177699376076845,0.008818288552769168,0.09225353572189303
0.25,0,1,U,2,2026092202,pooled,2048,6846,0.04155673042242308,0.001840973903273426,0.0743023041895855,0.017410876541723914,0.019643114853675314,0.016231537176602626,5.542725208507247e-05,0.05120437243340138,0.0,0.014722275239418995,0.008728254756734076,0.004641205571837428,0.04688394986421933
0.25,0,1,U,3,2026092203,context_0,1556,5187,0.04546861320682716,0.010761753543777446,0.07148347958551123,0.020005768884301146,0.02153332329851798,0.029978490051345466,2.5800321796263698e-05,0.05165102576155289,0.0,0.021184808967247067,0.012338859966395225,0.004223266786672522,0.05243423231858085
